id,page,page_location,type,book_title,book_id,book_page,book_type,anchor_text,interventions,section,chapter
https://derridas-margins.princeton.edu/references/de-la-grammatologie/26b/,26,b,Quotation,La littérature européenne et le Moyen Âge latin,https://derridas-margins.princeton.edu/titles/114/,476,Book,"Dans *Le symbolisme du livre*, ce beau chapitre de *La littérature européenne et le Moyen Âge latin, E. R. Curtius décrit avec une grande richesse d'exemples l'évolution qui conduit du *Phèdre* à Calderon, jusqu'à paraître « inverser la situation » (tr. fr. p. 372) par la « nouvelle considération dont jouissait le livre » (p. 374).",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/26c/,26,c,Quotation,La littérature européenne et le Moyen Âge latin,https://derridas-margins.princeton.edu/titles/114/,476,Book,"Dans *Le symbolisme du livre*, ce beau chapitre de *La littérature européenne et le Moyen Âge latin, E. R. Curtius décrit avec une grande richesse d'exemples l'évolution qui conduit du *Phèdre* à Calderon, jusqu'à paraître « inverser la situation » (tr. fr. p. 372) par la « nouvelle considération dont jouissait le livre » (p. 374).",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/27a/,27,a,Quotation,Difficile liberté,https://derridas-margins.princeton.edu/titles/102/,44,Book,"Rabbi Eliezer a dit : « Si toutes les mers étaient d'encre, tous les étangs plantés de calames, si le ciel et la terre étaient des parchemins et si tous les humains exerçaient l'art d'écrire – ils n'épuiseraient pas la Thora apprise par moi, alors que la Thora elle-même ne s'en trouve diminuée que d'autant qu'emporte la pointe du pinceau trempé dans la mer. »",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/27b/,27,b,Quotation,Il Saggiatore,https://derridas-margins.princeton.edu/titles/7/,,Book,« La nature est écrite en langage mathématique. »,,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/27c/,27,c,Quotation,Discours de la méthode,https://derridas-margins.princeton.edu/titles/103/,51,Book,« … à lire le grand livre du monde… »,,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/27c/,27,c,Quotation,Discours de la méthode,https://derridas-margins.princeton.edu/titles/104/,51,Book,« … à lire le grand livre du monde… »,,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/27d/,27,d,Quotation,Dialogues sur la religion naturelle,https://derridas-margins.princeton.edu/titles/101/,73,Book,"« Et ce livre qu'est la nature contient une grande et inexplicable énigme, plutôt qu'aucun discours ou raisonnement intelligible. »",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/27e/,27,e,Quotation,La palingénésie philosophique,https://derridas-margins.princeton.edu/titles/8/,,Book,"« Il me paraît plus philosophique de présumer que notre terre est un livre que le grand Être a donné à lire à des intelligences qui nous sont fort supérieures, et où elles étudient à fond les traits infiniment multiples et variés de son adorable sagesse. »",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/27f/,27,f,Quotation,La symbolique du rêve/ Die Symbolik des Traumes,https://derridas-margins.princeton.edu/titles/9/,,Book,"« Cette langue faite d'images et d'hiéroglyphes, dont se sert la Sagesse suprême dans toutes ses révélations à l'humanité – qui se retrouve dans le langage tout voisin de la Poésie – et qui, dans notre condition actuelle, ressemble davantage à l'expression métaphorique du rêve qu'à la prose de la veille, – on peut se demander si cette langue n'est pas la véritable langue de la religion supérieure. Si, tandis que nous nous croyons éveillés, nous ne sommes pas plongés dans un sommeil millénaire, ou au moins dans l'écho de ses rêves, où nous ne percevons de la langue de Dieu que quelques paroles isolées et obscures, comme un dormeur perçoit les discours de son entourage. »",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/28a/,28,a,Quotation,Karl Japsers et la philosophie de l'existence,https://derridas-margins.princeton.edu/titles/73/,,Book,"« Le monde est le manuscrit d'un autre, inaccessible à une lecture universelle et que seule l'existence déchiffre. »",,Part 1,Chapter 1
https://derridas-margins.princeton.edu/references/de-la-grammatologie/28b/,28,b,Quotation,Essai sur l'origine des langues,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rosuseau répète le geste platonicien en se référant maintenant à un autre modèle de la présence : présence à soi dans le sentiment, dnas le cogito sensible qui porte simultanément en soi l'inscription de la loi divine. D'un côté, l'écriture représentative, déchue, seconde, instituée, l'écriture au sense propre et étroit, est condamnée dans *L'essai sur l'origine des langues* (elle « énerve » la parole ; « juger du génie » par les livres, c'est « vouloir peindre un homme sur son cadavre », etc.)",,Part 1,Chapter 1
